ID,Date,Line Type,Amount,Currency,Payment reference,Description,Processor ID,Payout,Order ID
ad-fe-TZ4SS89JVD33FKG2,2023-07-20 20:52:38,FEE,-0.59,CAD,TZ4SS89JVD33FKG2,,fe-TZ4SS89JVD33FKG2,2710101971532977,60158
ad-FXKDWSQPK43WTM42,2023-07-20 20:52:45,CREDIT,10.85,CAD,FXKDWSQPK43WTM42,,FXKDWSQPK43WTM42,2710101971532977,60161
ad-fe-FXKDWSQPK43WTM42,2023-07-20 20:52:45,FEE,-0.1,CAD,FXKDWSQPK43WTM42,,fe-FXKDWSQPK43WTM42,2710101971532977,60161
ad-PH5DBR7VJNV2FKG2,2023-07-20 20:53:42,CREDIT,22.48,CAD,PH5DBR7VJNV2FKG2,,PH5DBR7VJNV2FKG2,2710101971532977,60162
ad-fe-PH5DBR7VJNV2FKG2,2023-07-20 20:53:42,FEE,-0.1,CAD,PH5DBR7VJNV2FKG2,,fe-PH5DBR7VJNV2FKG2,2710101971532977,60162
ad-QWDP6WQPK43WTM42,2023-07-20 20:57:23,CREDIT,11.2,CAD,QWDP6WQPK43WTM42,,QWDP6WQPK43WTM42,2710101971532977,60164
ad-fe-QWDP6WQPK43WTM42,2023-07-20 20:57:23,FEE,-0.1,CAD,QWDP6WQPK43WTM42,,fe-QWDP6WQPK43WTM42,2710101971532977,60164
ad-QVP6NSZ92D5FP672,2023-07-20 20:59:36,CREDIT,10.58,CAD,QVP6NSZ92D5FP672,,QVP6NSZ92D5FP672,2710101971532977,60165
ad-fe-QVP6NSZ92D5FP672,2023-07-20 20:59:36,FEE,-0.29,CAD,QVP6NSZ92D5FP672,,fe-QVP6NSZ92D5FP672,2710101971532977,60165
ad-QGKHWTDL4KXBKMG2,2023-07-20 21:10:58,CREDIT,11.9,CAD,QGKHWTDL4KXBKMG2,,QGKHWTDL4KXBKMG2,2710101971532977,60169
ad-fe-QGKHWTDL4KXBKMG2,2023-07-20 21:10:58,FEE,-0.1,CAD,QGKHWTDL4KXBKMG2,,fe-QGKHWTDL4KXBKMG2,2710101971532977,60169
ad-DM54QMR87969BV62,2023-07-20 21:12:05,CREDIT,13.22,CAD,DM54QMR87969BV62,,DM54QMR87969BV62,2710101971532977,60166
ad-fe-DM54QMR87969BV62,2023-07-20 21:12:05,FEE,-0.34,CAD,DM54QMR87969BV62,,fe-DM54QMR87969BV62,2710101971532977,60166
ad-JL78TVDL4KXBKMG2,2023-07-20 21:12:51,CREDIT,33.05,CAD,JL78TVDL4KXBKMG2,,JL78TVDL4KXBKMG2,2710101971532977,60171
ad-fe-JL78TVDL4KXBKMG2,2023-07-20 21:12:51,FEE,-0.1,CAD,JL78TVDL4KXBKMG2,,fe-JL78TVDL4KXBKMG2,2710101971532977,60171
ad-FB9SXKHGMMWRBV42,2023-07-20 21:13:58,CREDIT,10.2,CAD,FB9SXKHGMMWRBV42,,FB9SXKHGMMWRBV42,2710101971532977,60172
ad-fe-FB9SXKHGMMWRBV42,2023-07-20 21:13:58,FEE,-0.28,CAD,FB9SXKHGMMWRBV42,,fe-FB9SXKHGMMWRBV42,2710101971532977,60172
ad-ZPGX2FTMZ8P3MKG2,2023-07-20 21:14:01,CREDIT,10.58,CAD,ZPGX2FTMZ8P3MKG2,,ZPGX2FTMZ8P3MKG2,2710101971532977,60170
ad-fe-ZPGX2FTMZ8P3MKG2,2023-07-20 21:14:01,FEE,-0.1,CAD,ZPGX2FTMZ8P3MKG2,,fe-ZPGX2FTMZ8P3MKG2,2710101971532977,60170
ad-N8NBH58VJNV2FKG2,2023-07-20 21:14:33,CREDIT,21.71,CAD,N8NBH58VJNV2FKG2,,N8NBH58VJNV2FKG2,2710101971532977,60174
ad-fe-N8NBH58VJNV2FKG2,2023-07-20 21:14:33,FEE,-0.1,CAD,N8NBH58VJNV2FKG2,,fe-N8NBH58VJNV2FKG2,2710101971532977,60174
ad-B4MLP9MZ3LD4K472,2023-07-20 21:14:43,CREDIT,16.45,CAD,B4MLP9MZ3LD4K472,,B4MLP9MZ3LD4K472,2710101971532977,60173
ad-fe-B4MLP9MZ3LD4K472,2023-07-20 21:14:43,FEE,-0.1,CAD,B4MLP9MZ3LD4K472,,fe-B4MLP9MZ3LD4K472,2710101971532977,60173
ad-T6RP9RJ83BZ6SP42,2023-07-20 21:17:03,CREDIT,6.61,CAD,T6RP9RJ83BZ6SP42,,T6RP9RJ83BZ6SP42,2710101971532977,60176
ad-fe-T6RP9RJ83BZ6SP42,2023-07-20 21:17:03,FEE,-0.22,CAD,T6RP9RJ83BZ6SP42,,fe-T6RP9RJ83BZ6SP42,2710101971532977,60176
ad-HCT3BWXF7CJNT872,2023-07-20 21:17:13,CREDIT,6.61,CAD,HCT3BWXF7CJNT872,,HCT3BWXF7CJNT872,2710101971532977,60175
ad-fe-HCT3BWXF7CJNT872,2023-07-20 21:17:13,FEE,-0.1,CAD,HCT3BWXF7CJNT872,,fe-HCT3BWXF7CJNT872,2710101971532977,60175
ad-JRZ8K3XF5Z472Q42,2023-07-20 21:18:16,CREDIT,10.58,CAD,JRZ8K3XF5Z472Q42,,JRZ8K3XF5Z472Q42,2710101971532977,60177
ad-fe-JRZ8K3XF5Z472Q42,2023-07-20 21:18:16,FEE,-0.1,CAD,JRZ8K3XF5Z472Q42,,fe-JRZ8K3XF5Z472Q42,2710101971532977,60177
ad-DJPBFH6HQNC84V62,2023-07-20 21:19:16,CREDIT,14.8,CAD,DJPBFH6HQNC84V62,,DJPBFH6HQNC84V62,2710101971532977,60178
ad-fe-DJPBFH6HQNC84V62,2023-07-20 21:19:16,FEE,-0.37,CAD,DJPBFH6HQNC84V62,,fe-DJPBFH6HQNC84V62,2710101971532977,60178
ad-SSKN55XF5Z472Q42,2023-07-20 21:21:31,CREDIT,14.54,CAD,SSKN55XF5Z472Q42,,SSKN55XF5Z472Q42,2710101971532977,60180
ad-fe-SSKN55XF5Z472Q42,2023-07-20 21:21:31,FEE,-0.1,CAD,SSKN55XF5Z472Q42,,fe-SSKN55XF5Z472Q42,2710101971532977,60180
ad-R9JTP9Z7KM6LHK42,2023-07-20 21:23:05,CREDIT,10.35,CAD,R9JTP9Z7KM6LHK42,,R9JTP9Z7KM6LHK42,2710101971532977,60181
ad-fe-R9JTP9Z7KM6LHK42,2023-07-20 21:23:05,FEE,-0.1,CAD,R9JTP9Z7KM6LHK42,,fe-R9JTP9Z7KM6LHK42,2710101971532977,60181
ad-KDG5C86X4J8VMM42,2023-07-20 21:32:10,CREDIT,10.85,CAD,KDG5C86X4J8VMM42,,KDG5C86X4J8VMM42,2710101971532977,60179
ad-fe-KDG5C86X4J8VMM42,2023-07-20 21:32:10,FEE,-0.1,CAD,KDG5C86X4J8VMM42,,fe-KDG5C86X4J8VMM42,2710101971532977,60179
ad-XGTCJJ8XW2GDRMG2,2023-07-20 21:32:46,CREDIT,10.85,CAD,XGTCJJ8XW2GDRMG2,,XGTCJJ8XW2GDRMG2,2710101971532977,60183
ad-fe-XGTCJJ8XW2GDRMG2,2023-07-20 21:32:46,FEE,-0.3,CAD,XGTCJJ8XW2GDRMG2,,fe-XGTCJJ8XW2GDRMG2,2710101971532977,60183
ad-QGHJLR7LG8FVMM42,2023-07-20 21:34:41,CREDIT,9.25,CAD,QGHJLR7LG8FVMM42,,QGHJLR7LG8FVMM42,2710101971532977,60184
ad-fe-QGHJLR7LG8FVMM42,2023-07-20 21:34:41,FEE,-0.27,CAD,QGHJLR7LG8FVMM42,,fe-QGHJLR7LG8FVMM42,2710101971532977,60184
ad-HCQ6WR7LG8FVMM42,2023-07-20 21:35:19,CREDIT,19.55,CAD,HCQ6WR7LG8FVMM42,,HCQ6WR7LG8FVMM42,2710101971532977,60186
ad-fe-HCQ6WR7LG8FVMM42,2023-07-20 21:35:19,FEE,-0.45,CAD,HCQ6WR7LG8FVMM42,,fe-HCQ6WR7LG8FVMM42,2710101971532977,60186
ad-DV2LGSG8G95CKMG2,2023-07-20 21:36:35,CREDIT,38.62,CAD,DV2LGSG8G95CKMG2,,DV2LGSG8G95CKMG2,2710101971532977,60187
ad-fe-DV2LGSG8G95CKMG2,2023-07-20 21:36:35,FEE,-0.8,CAD,DV2LGSG8G95CKMG2,,fe-DV2LGSG8G95CKMG2,2710101971532977,60187
ad-SC8P5BZF7CJNT872,2023-07-20 21:39:26,CREDIT,10.58,CAD,SC8P5BZF7CJNT872,,SC8P5BZF7CJNT872,2710101971532977,60188
ad-fe-SC8P5BZF7CJNT872,2023-07-20 21:39:26,FEE,-0.1,CAD,SC8P5BZF7CJNT872,,fe-SC8P5BZF7CJNT872,2710101971532977,60188
ad-ZFRFSHWBFF3KGX62,2023-07-20 21:44:44,CREDIT,11.9,CAD,ZFRFSHWBFF3KGX62,,ZFRFSHWBFF3KGX62,2710101971532977,60189
ad-fe-ZFRFSHWBFF3KGX62,2023-07-20 21:44:44,FEE,-0.1,CAD,ZFRFSHWBFF3KGX62,,fe-ZFRFSHWBFF3KGX62,2710101971532977,60189
ad-R34BLJWBFF3KGX62,2023-07-20 21:46:20,CREDIT,10.85,CAD,R34BLJWBFF3KGX62,,R34BLJWBFF3KGX62,2710101971532977,60191
ad-fe-R34BLJWBFF3KGX62,2023-07-20 21:46:20,FEE,-0.1,CAD,R34BLJWBFF3KGX62,,fe-R34BLJWBFF3KGX62,2710101971532977,60191
ad-HHJJGZDB25H6SP42,2023-07-20 21:58:36,CREDIT,9.25,CAD,HHJJGZDB25H6SP42,,HHJJGZDB25H6SP42,2710101971532977,60193
ad-fe-HHJJGZDB25H6SP42,2023-07-20 21:58:36,FEE,-0.27,CAD,HHJJGZDB25H6SP42,,fe-HHJJGZDB25H6SP42,2710101971532977,60193
ad-N7THCZC7BKFJ8X62,2023-07-20 21:59:44,CREDIT,18.2,CAD,N7THCZC7BKFJ8X62,,N7THCZC7BKFJ8X62,2710101971532977,60192
ad-fe-N7THCZC7BKFJ8X62,2023-07-20 21:59:44,FEE,-0.43,CAD,N7THCZC7BKFJ8X62,,fe-N7THCZC7BKFJ8X62,2710101971532977,60192
ad-PFZ3MRSC2D5FP672,2023-07-22 21:43:14,CREDIT,22.08,CAD,PFZ3MRSC2D5FP672,,PFZ3MRSC2D5FP672,2710101971532977,60201
ad-fe-PFZ3MRSC2D5FP672,2023-07-22 21:43:14,FEE,-0.5,CAD,PFZ3MRSC2D5FP672,,fe-PFZ3MRSC2D5FP672,2710101971532977,60201
ad-G5DGSV4LVD33FKG2,2023-07-22 22:15:15,CREDIT,10.58,CAD,G5DGSV4LVD33FKG2,,G5DGSV4LVD33FKG2,2710101971532977,60202
ad-fe-G5DGSV4LVD33FKG2,2023-07-22 22:15:15,FEE,-0.29,CAD,G5DGSV4LVD33FKG2,,fe-G5DGSV4LVD33FKG2,2710101971532977,60202
ad-GP4ZG26QNDB6SP42,2023-07-22 22:17:50,CREDIT,12.21,CAD,GP4ZG26QNDB6SP42,,GP4ZG26QNDB6SP42,2710101971532977,60204
ad-fe-GP4ZG26QNDB6SP42,2023-07-22 22:17:50,FEE,-0.1,CAD,GP4ZG26QNDB6SP42,,fe-GP4ZG26QNDB6SP42,2710101971532977,60204
ad-HDJGFG3XJNV2FKG2,2023-07-22 22:18:37,CREDIT,10.58,CAD,HDJGFG3XJNV2FKG2,,HDJGFG3XJNV2FKG2,2710101971532977,60205
ad-fe-HDJGFG3XJNV2FKG2,2023-07-22 22:18:37,FEE,-0.1,CAD,HDJGFG3XJNV2FKG2,,fe-HDJGFG3XJNV2FKG2,2710101971532977,60205
ad-VQPS7DQDFF3KGX62,2023-07-22 22:23:08,CREDIT,10.58,CAD,VQPS7DQDFF3KGX62,,VQPS7DQDFF3KGX62,2710101971532977,60206
ad-fe-VQPS7DQDFF3KGX62,2023-07-22 22:23:08,FEE,-0.1,CAD,VQPS7DQDFF3KGX62,,fe-VQPS7DQDFF3KGX62,2710101971532977,60206
ad-GDJJFDZZ4J8VMM42,2023-07-22 22:26:18,CREDIT,24.42,CAD,GDJJFDZZ4J8VMM42,,GDJJFDZZ4J8VMM42,2710101971532977,60208
ad-fe-GDJJFDZZ4J8VMM42,2023-07-22 22:26:18,FEE,-0.1,CAD,GDJJFDZZ4J8VMM42,,fe-GDJJFDZZ4J8VMM42,2710101971532977,60208
ad-NJ7NX9DB3BZ6SP42,2023-07-22 22:32:53,CREDIT,16.28,CAD,NJ7NX9DB3BZ6SP42,,NJ7NX9DB3BZ6SP42,2710101971532977,60209
ad-fe-NJ7NX9DB3BZ6SP42,2023-07-22 22:32:53,FEE,-0.39,CAD,NJ7NX9DB3BZ6SP42,,fe-NJ7NX9DB3BZ6SP42,2710101971532977,60209
ad-L88NV85LVD33FKG2,2023-07-22 22:35:54,CREDIT,12.21,CAD,L88NV85LVD33FKG2,,L88NV85LVD33FKG2,2710101971532977,60211
ad-fe-L88NV85LVD33FKG2,2023-07-22 22:35:54,FEE,-0.32,CAD,L88NV85LVD33FKG2,,fe-L88NV85LVD33FKG2,2710101971532977,60211
ad-B8G4LTLRK43WTM42,2023-07-22 22:37:15,CREDIT,26.45,CAD,B8G4LTLRK43WTM42,,B8G4LTLRK43WTM42,2710101971532977,60213
ad-fe-B8G4LTLRK43WTM42,2023-07-22 22:37:15,FEE,-0.1,CAD,B8G4LTLRK43WTM42,,fe-B8G4LTLRK43WTM42,2710101971532977,60213
ad-W37MBQTC2D5FP672,2023-07-22 22:37:56,CREDIT,13.57,CAD,W37MBQTC2D5FP672,,W37MBQTC2D5FP672,2710101971532977,60212
ad-fe-W37MBQTC2D5FP672,2023-07-22 22:37:56,FEE,-0.34,CAD,W37MBQTC2D5FP672,,fe-W37MBQTC2D5FP672,2710101971532977,60212
ad-H43DLQTC2D5FP672,2023-07-22 22:38:30,CREDIT,22.08,CAD,H43DLQTC2D5FP672,,H43DLQTC2D5FP672,2710101971532977,60214
ad-fe-H43DLQTC2D5FP672,2023-07-22 22:38:30,FEE,-0.5,CAD,H43DLQTC2D5FP672,,fe-H43DLQTC2D5FP672,2710101971532977,60214
ad-WV37ZSS9KM6LHK42,2023-07-22 22:40:07,CREDIT,27.76,CAD,WV37ZSS9KM6LHK42,,WV37ZSS9KM6LHK42,2710101971532977,60215
ad-fe-WV37ZSS9KM6LHK42,2023-07-22 22:40:07,FEE,-0.1,CAD,WV37ZSS9KM6LHK42,,fe-WV37ZSS9KM6LHK42,2710101971532977,60215
ad-RFJFZRZZ4J8VMM42,2023-07-22 22:50:00,CREDIT,19.32,CAD,RFJFZRZZ4J8VMM42,,RFJFZRZZ4J8VMM42,2710101971532977,60219
ad-fe-RFJFZRZZ4J8VMM42,2023-07-22 22:50:00,FEE,-0.1,CAD,RFJFZRZZ4J8VMM42,,fe-RFJFZRZZ4J8VMM42,2710101971532977,60219
ad-Q66KNBBBG95CKMG2,2023-07-22 22:51:28,CREDIT,59.32,CAD,Q66KNBBBG95CKMG2,,Q66KNBBBG95CKMG2,2710101971532977,60218
ad-fe-Q66KNBBBG95CKMG2,2023-07-22 22:51:28,FEE,-1.17,CAD,Q66KNBBBG95CKMG2,,fe-Q66KNBBBG95CKMG2,2710101971532977,60218
ad-N3MRHWZ3JVR72Q42,2023-07-22 22:52:48,CREDIT,17.94,CAD,N3MRHWZ3JVR72Q42,,N3MRHWZ3JVR72Q42,2710101971532977,60220
ad-fe-N3MRHWZ3JVR72Q42,2023-07-22 22:52:48,FEE,-0.42,CAD,N3MRHWZ3JVR72Q42,,fe-N3MRHWZ3JVR72Q42,2710101971532977,60220
ad-P2BSST8N4KXBKMG2,2023-07-22 22:53:54,CREDIT,16.28,CAD,P2BSST8N4KXBKMG2,,P2BSST8N4KXBKMG2,2710101971532977,60224
ad-fe-P2BSST8N4KXBKMG2,2023-07-22 22:53:54,FEE,-0.1,CAD,P2BSST8N4KXBKMG2,,fe-P2BSST8N4KXBKMG2,2710101971532977,60224
ad-XL62H8H34LD4K472,2023-07-22 22:55:19,CREDIT,11.9,CAD,XL62H8H34LD4K472,,XL62H8H34LD4K472,2710101971532977,60225
ad-fe-XL62H8H34LD4K472,2023-07-22 22:55:19,FEE,-0.1,CAD,XL62H8H34LD4K472,,fe-XL62H8H34LD4K472,2710101971532977,60225
ad-GFB7XGS2R58KGX62,2023-07-22 22:57:20,CREDIT,11.9,CAD,GFB7XGS2R58KGX62,,GFB7XGS2R58KGX62,2710101971532977,60226
ad-fe-GFB7XGS2R58KGX62,2023-07-22 22:57:20,FEE,-0.31,CAD,GFB7XGS2R58KGX62,,fe-GFB7XGS2R58KGX62,2710101971532977,60226
ad-BNFVC779BKFJ8X62,2023-07-22 22:57:49,CREDIT,10.58,CAD,BNFVC779BKFJ8X62,,BNFVC779BKFJ8X62,2710101971532977,60222
ad-fe-BNFVC779BKFJ8X62,2023-07-22 22:57:49,FEE,-0.29,CAD,BNFVC779BKFJ8X62,,fe-BNFVC779BKFJ8X62,2710101971532977,60222
ad-LBTJ7BH34LD4K472,2023-07-22 22:58:52,CREDIT,10.58,CAD,LBTJ7BH34LD4K472,,LBTJ7BH34LD4K472,2710101971532977,60227
ad-fe-LBTJ7BH34LD4K472,2023-07-22 22:58:52,FEE,-0.1,CAD,LBTJ7BH34LD4K472,,fe-LBTJ7BH34LD4K472,2710101971532977,60227
ad-NF8H29VFK5RCRMG2,2023-07-22 23:00:50,CREDIT,10.58,CAD,NF8H29VFK5RCRMG2,,NF8H29VFK5RCRMG2,2710101971532977,60229
ad-fe-NF8H29VFK5RCRMG2,2023-07-22 23:00:50,FEE,-0.1,CAD,NF8H29VFK5RCRMG2,,fe-NF8H29VFK5RCRMG2,2710101971532977,60229
ad-WJC4H28LHFWVMM42,2023-07-22 23:03:00,CREDIT,22.08,CAD,WJC4H28LHFWVMM42,,WJC4H28LHFWVMM42,2710101971532977,60228
ad-fe-WJC4H28LHFWVMM42,2023-07-22 23:03:00,FEE,-0.5,CAD,WJC4H28LHFWVMM42,,fe-WJC4H28LHFWVMM42,2710101971532977,60228
ad-ZSMGHVNFWS7WTM42,2023-07-22 23:07:43,CREDIT,21.71,CAD,ZSMGHVNFWS7WTM42,,ZSMGHVNFWS7WTM42,2710101971532977,60232
ad-fe-ZSMGHVNFWS7WTM42,2023-07-22 23:07:43,FEE,-0.49,CAD,ZSMGHVNFWS7WTM42,,fe-ZSMGHVNFWS7WTM42,2710101971532977,60232
ad-GK934JJ6S5GQ4V42,2023-07-22 23:09:33,CREDIT,37.01,CAD,GK934JJ6S5GQ4V42,,GK934JJ6S5GQ4V42,2710101971532977,60235
ad-fe-GK934JJ6S5GQ4V42,2023-07-22 23:09:33,FEE,-0.1,CAD,GK934JJ6S5GQ4V42,,fe-GK934JJ6S5GQ4V42,2710101971532977,60235
ad-FTX66LV5K3PNT872,2023-07-22 23:10:14,CREDIT,18.51,CAD,FTX66LV5K3PNT872,,FTX66LV5K3PNT872,2710101971532977,60236
ad-fe-FTX66LV5K3PNT872,2023-07-22 23:10:14,FEE,-0.43,CAD,FTX66LV5K3PNT872,,fe-FTX66LV5K3PNT872,2710101971532977,60236
ad-SR2VPNG328ZLPK42,2023-07-22 23:12:44,CREDIT,10.58,CAD,SR2VPNG328ZLPK42,,SR2VPNG328ZLPK42,2710101971532977,60237
ad-fe-SR2VPNG328ZLPK42,2023-07-22 23:12:44,FEE,-0.1,CAD,SR2VPNG328ZLPK42,,fe-SR2VPNG328ZLPK42,2710101971532977,60237
ad-Z6NXP534L87PT872,2023-07-22 23:13:13,CREDIT,13.57,CAD,Z6NXP534L87PT872,,Z6NXP534L87PT872,2710101971532977,60238
ad-fe-Z6NXP534L87PT872,2023-07-22 23:13:13,FEE,-0.34,CAD,Z6NXP534L87PT872,,fe-Z6NXP534L87PT872,2710101971532977,60238
ad-M5DFTT5X8Q8RBV42,2023-07-22 23:13:32,CREDIT,15.87,CAD,M5DFTT5X8Q8RBV42,,M5DFTT5X8Q8RBV42,2710101971532977,60239
ad-fe-M5DFTT5X8Q8RBV42,2023-07-22 23:13:32,FEE,-0.1,CAD,M5DFTT5X8Q8RBV42,,fe-M5DFTT5X8Q8RBV42,2710101971532977,60239
ad-HGQD7RS2R58KGX62,2023-07-22 23:14:15,CREDIT,6.78,CAD,HGQD7RS2R58KGX62,,HGQD7RS2R58KGX62,2710101971532977,60240
ad-fe-HGQD7RS2R58KGX62,2023-07-22 23:14:15,FEE,-0.22,CAD,HGQD7RS2R58KGX62,,fe-HGQD7RS2R58KGX62,2710101971532977,60240
ad-HD5D7WCJMMWRBV42,2023-07-22 23:16:01,CREDIT,9.66,CAD,HD5D7WCJMMWRBV42,,HD5D7WCJMMWRBV42,2710101971532977,60241
ad-fe-HD5D7WCJMMWRBV42,2023-07-22 23:16:01,FEE,-0.27,CAD,HD5D7WCJMMWRBV42,,fe-HD5D7WCJMMWRBV42,2710101971532977,60241
ad-ZHB75KMRK43WTM42,2023-07-22 23:17:17,CREDIT,10.58,CAD,ZHB75KMRK43WTM42,,ZHB75KMRK43WTM42,2710101971532977,60246
ad-fe-ZHB75KMRK43WTM42,2023-07-22 23:17:17,FEE,-0.1,CAD,ZHB75KMRK43WTM42,,fe-ZHB75KMRK43WTM42,2710101971532977,60246
ad-DVWZWFVC2D5FP672,2023-07-22 23:18:08,CREDIT,16.56,CAD,DVWZWFVC2D5FP672,,DVWZWFVC2D5FP672,2710101971532977,60245
ad-fe-DVWZWFVC2D5FP672,2023-07-22 23:18:08,FEE,-0.4,CAD,DVWZWFVC2D5FP672,,fe-DVWZWFVC2D5FP672,2710101971532977,60245
ad-PNSFPH4XJNV2FKG2,2023-07-22 23:18:37,CREDIT,10.58,CAD,PNSFPH4XJNV2FKG2,,PNSFPH4XJNV2FKG2,2710101971532977,60247
ad-fe-PNSFPH4XJNV2FKG2,2023-07-22 23:18:37,FEE,-0.1,CAD,PNSFPH4XJNV2FKG2,,fe-PNSFPH4XJNV2FKG2,2710101971532977,60247
ad-GG9HX3D7CQWJ8X62,2023-07-22 23:19:18,CREDIT,10.58,CAD,GG9HX3D7CQWJ8X62,,GG9HX3D7CQWJ8X62,2710101971532977,60249
ad-fe-GG9HX3D7CQWJ8X62,2023-07-22 23:19:18,FEE,-0.29,CAD,GG9HX3D7CQWJ8X62,,fe-GG9HX3D7CQWJ8X62,2710101971532977,60249
ad-SKVS5JT9KM6LHK42,2023-07-22 23:19:23,CREDIT,10.58,CAD,SKVS5JT9KM6LHK42,,SKVS5JT9KM6LHK42,2710101971532977,60248
ad-fe-SKVS5JT9KM6LHK42,2023-07-22 23:19:23,FEE,-0.1,CAD,SKVS5JT9KM6LHK42,,fe-SKVS5JT9KM6LHK42,2710101971532977,60248
ad-JFRXZDDZTFHSD272,2023-07-22 23:21:18,CREDIT,46.12,CAD,JFRXZDDZTFHSD272,,JFRXZDDZTFHSD272,2710101971532977,60251
ad-fe-JFRXZDDZTFHSD272,2023-07-22 23:21:18,FEE,-0.93,CAD,JFRXZDDZTFHSD272,,fe-JFRXZDDZTFHSD272,2710101971532977,60251
ad-T8RRG26X8Q8RBV42,2023-07-22 23:23:00,CREDIT,28.48,CAD,T8RRG26X8Q8RBV42,,T8RRG26X8Q8RBV42,2710101971532977,60250
ad-fe-T8RRG26X8Q8RBV42,2023-07-22 23:23:00,FEE,-0.1,CAD,T8RRG26X8Q8RBV42,,fe-T8RRG26X8Q8RBV42,2710101971532977,60250
ad-R2MBSNLNTJZ8BV62,2023-07-22 23:26:11,CREDIT,11.04,CAD,R2MBSNLNTJZ8BV62,,R2MBSNLNTJZ8BV62,2710101971532977,60253
ad-fe-R2MBSNLNTJZ8BV62,2023-07-22 23:26:11,FEE,-0.1,CAD,R2MBSNLNTJZ8BV62,,fe-R2MBSNLNTJZ8BV62,2710101971532977,60253
ad-ZFR2LXNMD5NMPK42,2023-07-22 23:28:33,CREDIT,28.48,CAD,ZFR2LXNMD5NMPK42,,ZFR2LXNMD5NMPK42,2710101971532977,60256
ad-fe-ZFR2LXNMD5NMPK42,2023-07-22 23:28:33,FEE,-0.61,CAD,ZFR2LXNMD5NMPK42,,fe-ZFR2LXNMD5NMPK42,2710101971532977,60256
ad-G84RP4CCJPBSD272,2023-07-22 23:33:04,CREDIT,13.8,CAD,G84RP4CCJPBSD272,,G84RP4CCJPBSD272,2710101971532977,60259
ad-fe-G84RP4CCJPBSD272,2023-07-22 23:33:04,FEE,-0.1,CAD,G84RP4CCJPBSD272,,fe-G84RP4CCJPBSD272,2710101971532977,60259
ad-Z3VMKPVC2D5FP672,2023-07-22 23:33:46,CREDIT,13.57,CAD,Z3VMKPVC2D5FP672,,Z3VMKPVC2D5FP672,2710101971532977,60260
ad-fe-Z3VMKPVC2D5FP672,2023-07-22 23:33:46,FEE,-0.34,CAD,Z3VMKPVC2D5FP672,,fe-Z3VMKPVC2D5FP672,2710101971532977,60260
ad-VZNGQSS88GN9BV62,2023-07-22 23:33:57,CREDIT,13.57,CAD,VZNGQSS88GN9BV62,,VZNGQSS88GN9BV62,2710101971532977,60258
ad-fe-VZNGQSS88GN9BV62,2023-07-22 23:33:57,FEE,-0.34,CAD,VZNGQSS88GN9BV62,,fe-VZNGQSS88GN9BV62,2710101971532977,60258
ad-DX3QFRBJWKK3FKG2,2023-07-22 23:34:09,CREDIT,32.55,CAD,DX3QFRBJWKK3FKG2,,DX3QFRBJWKK3FKG2,2710101971532977,60261
ad-fe-DX3QFRBJWKK3FKG2,2023-07-22 23:34:09,FEE,-0.69,CAD,DX3QFRBJWKK3FKG2,,fe-DX3QFRBJWKK3FKG2,2710101971532977,60261
ad-BZNPZ9WWVCCLHK42,2023-07-22 23:35:24,CREDIT,18.51,CAD,BZNPZ9WWVCCLHK42,,BZNPZ9WWVCCLHK42,2710101971532977,60263
ad-fe-BZNPZ9WWVCCLHK42,2023-07-22 23:35:24,FEE,-0.43,CAD,BZNPZ9WWVCCLHK42,,fe-BZNPZ9WWVCCLHK42,2710101971532977,60263
ad-GP4LNL8LHFWVMM42,2023-07-22 23:36:11,CREDIT,9.66,CAD,GP4LNL8LHFWVMM42,,GP4LNL8LHFWVMM42,2710101971532977,60265
ad-fe-GP4LNL8LHFWVMM42,2023-07-22 23:36:11,FEE,-0.27,CAD,GP4LNL8LHFWVMM42,,fe-GP4LNL8LHFWVMM42,2710101971532977,60265
ad-XPL9KV4XJNV2FKG2,2023-07-22 23:40:51,CREDIT,11.9,CAD,XPL9KV4XJNV2FKG2,,XPL9KV4XJNV2FKG2,2710101971532977,60267
ad-fe-XPL9KV4XJNV2FKG2,2023-07-22 23:40:51,FEE,-0.1,CAD,XPL9KV4XJNV2FKG2,,fe-XPL9KV4XJNV2FKG2,2710101971532977,60267
ad-QTCJWV4XJNV2FKG2,2023-07-22 23:41:36,CREDIT,22.08,CAD,QTCJWV4XJNV2FKG2,,QTCJWV4XJNV2FKG2,2710101971532977,60269
ad-fe-QTCJWV4XJNV2FKG2,2023-07-22 23:41:36,FEE,-0.1,CAD,QTCJWV4XJNV2FKG2,,fe-QTCJWV4XJNV2FKG2,2710101971532977,60269
ad-RW846FWWVCCLHK42,2023-07-22 23:41:52,CREDIT,9.49,CAD,RW846FWWVCCLHK42,,RW846FWWVCCLHK42,2710101971532977,60268
ad-fe-RW846FWWVCCLHK42,2023-07-22 23:41:52,FEE,-0.27,CAD,RW846FWWVCCLHK42,,fe-RW846FWWVCCLHK42,2710101971532977,60268
ad-WB65TZVFK5RCRMG2,2023-07-22 23:43:28,CREDIT,15.87,CAD,WB65TZVFK5RCRMG2,,WB65TZVFK5RCRMG2,2710101971532977,60271
ad-fe-WB65TZVFK5RCRMG2,2023-07-22 23:43:28,FEE,-0.1,CAD,WB65TZVFK5RCRMG2,,fe-WB65TZVFK5RCRMG2,2710101971532977,60271
