ID,Date,Line Type,Amount,Currency,Payment reference,Description,Processor ID,Payout,Order ID
ad-KV444PTH7CJNT872,2023-07-22 23:44:59,CREDIT,16.56,CAD,KV444PTH7CJNT872,,KV444PTH7CJNT872,2710101971532977,60272
ad-fe-KV444PTH7CJNT872,2023-07-22 23:44:59,FEE,-0.1,CAD,KV444PTH7CJNT872,,fe-KV444PTH7CJNT872,2710101971532977,60272
ad-PMDQGFQFZ6MDP672,2023-07-22 23:46:04,CREDIT,13.22,CAD,PMDQGFQFZ6MDP672,,PMDQGFQFZ6MDP672,2710101971532977,60274
ad-fe-PMDQGFQFZ6MDP672,2023-07-22 23:46:04,FEE,-0.34,CAD,PMDQGFQFZ6MDP672,,fe-PMDQGFQFZ6MDP672,2710101971532977,60274
ad-ZFTPRS225J8VMM42,2023-07-22 23:49:00,CREDIT,31.19,CAD,ZFTPRS225J8VMM42,,ZFTPRS225J8VMM42,2710101971532977,60275
ad-fe-ZFTPRS225J8VMM42,2023-07-22 23:49:00,FEE,-0.1,CAD,ZFTPRS225J8VMM42,,fe-ZFTPRS225J8VMM42,2710101971532977,60275
ad-VT7PMHDJMMWRBV42,2023-07-22 23:49:42,CREDIT,21.71,CAD,VT7PMHDJMMWRBV42,,VT7PMHDJMMWRBV42,2710101971532977,60279
ad-fe-VT7PMHDJMMWRBV42,2023-07-22 23:49:42,FEE,-0.49,CAD,VT7PMHDJMMWRBV42,,fe-VT7PMHDJMMWRBV42,2710101971532977,60279
ad-RXB5LWSH5Z472Q42,2023-07-22 23:50:38,CREDIT,9.2,CAD,RXB5LWSH5Z472Q42,,RXB5LWSH5Z472Q42,2710101971532977,60280
ad-fe-RXB5LWSH5Z472Q42,2023-07-22 23:50:38,FEE,-0.1,CAD,RXB5LWSH5Z472Q42,,fe-RXB5LWSH5Z472Q42,2710101971532977,60280
ad-PTH76WRDFF3KGX62,2023-07-22 23:51:07,CREDIT,35.86,CAD,PTH76WRDFF3KGX62,,PTH76WRDFF3KGX62,2710101971532977,60278
ad-fe-PTH76WRDFF3KGX62,2023-07-22 23:51:07,FEE,-0.1,CAD,PTH76WRDFF3KGX62,,fe-PTH76WRDFF3KGX62,2710101971532977,60278
ad-XMF92VZVDX684V62,2023-07-22 23:52:53,CREDIT,16.28,CAD,XMF92VZVDX684V62,,XMF92VZVDX684V62,2710101971532977,60281
ad-fe-XMF92VZVDX684V62,2023-07-22 23:52:53,FEE,-0.1,CAD,XMF92VZVDX684V62,,fe-XMF92VZVDX684V62,2710101971532977,60281
ad-W55X2BRQ635R4V42,2023-07-22 23:54:15,CREDIT,13.8,CAD,W55X2BRQ635R4V42,,W55X2BRQ635R4V42,2710101971532977,60283
ad-fe-W55X2BRQ635R4V42,2023-07-22 23:54:15,FEE,-0.35,CAD,W55X2BRQ635R4V42,,fe-W55X2BRQ635R4V42,2710101971532977,60283
ad-GPX72Q6MXS8J8X62,2023-07-22 23:56:36,CREDIT,11.04,CAD,GPX72Q6MXS8J8X62,,GPX72Q6MXS8J8X62,2710101971532977,60284
ad-fe-GPX72Q6MXS8J8X62,2023-07-22 23:56:36,FEE,-0.1,CAD,GPX72Q6MXS8J8X62,,fe-GPX72Q6MXS8J8X62,2710101971532977,60284
ad-NVN4MJT2R58KGX62,2023-07-22 23:58:08,CREDIT,24.84,CAD,NVN4MJT2R58KGX62,,NVN4MJT2R58KGX62,2710101971532977,60287
ad-fe-NVN4MJT2R58KGX62,2023-07-22 23:58:08,FEE,-0.55,CAD,NVN4MJT2R58KGX62,,fe-NVN4MJT2R58KGX62,2710101971532977,60287
ad-PB4S7RX3WTWCRMG2,2023-07-22 23:58:31,CREDIT,39.34,CAD,PB4S7RX3WTWCRMG2,,PB4S7RX3WTWCRMG2,2710101971532977,60286
ad-fe-PB4S7RX3WTWCRMG2,2023-07-22 23:58:31,FEE,-0.81,CAD,PB4S7RX3WTWCRMG2,,fe-PB4S7RX3WTWCRMG2,2710101971532977,60286
ad-SMW55B9D25H6SP42,2023-07-22 23:59:29,CREDIT,18.51,CAD,SMW55B9D25H6SP42,,SMW55B9D25H6SP42,2710101971532977,60288
ad-fe-SMW55B9D25H6SP42,2023-07-22 23:59:29,FEE,-0.43,CAD,SMW55B9D25H6SP42,,fe-SMW55B9D25H6SP42,2710101971532977,60288
ad-MCPH78V9KM6LHK42,2023-07-23 00:00:29,CREDIT,19.32,CAD,MCPH78V9KM6LHK42,,MCPH78V9KM6LHK42,2710101971532977,60290
ad-fe-MCPH78V9KM6LHK42,2023-07-23 00:00:29,FEE,-0.1,CAD,MCPH78V9KM6LHK42,,fe-MCPH78V9KM6LHK42,2710101971532977,60290
ad-RJQR34SDFF3KGX62,2023-07-23 00:01:11,CREDIT,14.54,CAD,RJQR34SDFF3KGX62,,RJQR34SDFF3KGX62,2710101971532977,60289
ad-fe-RJQR34SDFF3KGX62,2023-07-23 00:01:11,FEE,-0.1,CAD,RJQR34SDFF3KGX62,,fe-RJQR34SDFF3KGX62,2710101971532977,60289
ad-GFHRB52ZRBQKGX62,2023-07-23 00:03:27,CREDIT,19.32,CAD,GFHRB52ZRBQKGX62,,GFHRB52ZRBQKGX62,2710101971532977,60293
ad-fe-GFHRB52ZRBQKGX62,2023-07-23 00:03:27,FEE,-0.45,CAD,GFHRB52ZRBQKGX62,,fe-GFHRB52ZRBQKGX62,2710101971532977,60293
ad-X4GD53VH7CJNT872,2023-07-23 00:05:34,CREDIT,28.59,CAD,X4GD53VH7CJNT872,,X4GD53VH7CJNT872,2710101971532977,60294
ad-fe-X4GD53VH7CJNT872,2023-07-23 00:05:34,FEE,-0.1,CAD,X4GD53VH7CJNT872,,fe-X4GD53VH7CJNT872,2710101971532977,60294
ad-F9H7TB5XJNV2FKG2,2023-07-23 00:06:01,CREDIT,10.58,CAD,F9H7TB5XJNV2FKG2,,F9H7TB5XJNV2FKG2,2710101971532977,60296
ad-fe-F9H7TB5XJNV2FKG2,2023-07-23 00:06:01,FEE,-0.1,CAD,F9H7TB5XJNV2FKG2,,fe-F9H7TB5XJNV2FKG2,2710101971532977,60296
ad-WHCSVF52X2GDRMG2,2023-07-23 00:07:53,CREDIT,17.64,CAD,WHCSVF52X2GDRMG2,,WHCSVF52X2GDRMG2,2710101971532977,60297
ad-fe-WHCSVF52X2GDRMG2,2023-07-23 00:07:53,FEE,-0.42,CAD,WHCSVF52X2GDRMG2,,fe-WHCSVF52X2GDRMG2,2710101971532977,60297
ad-HCTD7RKWVLZSD272,2023-07-23 00:10:39,CREDIT,13.57,CAD,HCTD7RKWVLZSD272,,HCTD7RKWVLZSD272,2710101971532977,60298
ad-fe-HCTD7RKWVLZSD272,2023-07-23 00:10:39,FEE,-0.34,CAD,HCTD7RKWVLZSD272,,fe-HCTD7RKWVLZSD272,2710101971532977,60298
ad-ZPXM78BN4KXBKMG2,2023-07-23 00:12:33,CREDIT,10.58,CAD,ZPXM78BN4KXBKMG2,,ZPXM78BN4KXBKMG2,2710101971532977,60299
ad-fe-ZPXM78BN4KXBKMG2,2023-07-23 00:12:33,FEE,-0.1,CAD,ZPXM78BN4KXBKMG2,,fe-ZPXM78BN4KXBKMG2,2710101971532977,60299
ad-JHZGHMK6S5GQ4V42,2023-07-23 00:13:54,CREDIT,12.42,CAD,JHZGHMK6S5GQ4V42,,JHZGHMK6S5GQ4V42,2710101971532977,60300
ad-fe-JHZGHMK6S5GQ4V42,2023-07-23 00:13:54,FEE,-0.1,CAD,JHZGHMK6S5GQ4V42,,fe-JHZGHMK6S5GQ4V42,2710101971532977,60300
ad-LD2MCH5XJNV2FKG2,2023-07-23 00:15:16,CREDIT,11.04,CAD,LD2MCH5XJNV2FKG2,,LD2MCH5XJNV2FKG2,2710101971532977,60303
ad-fe-LD2MCH5XJNV2FKG2,2023-07-23 00:15:16,FEE,-0.1,CAD,LD2MCH5XJNV2FKG2,,fe-LD2MCH5XJNV2FKG2,2710101971532977,60303
ad-P5ZNV3QFWS7WTM42,2023-07-23 00:16:09,CREDIT,12.21,CAD,P5ZNV3QFWS7WTM42,,P5ZNV3QFWS7WTM42,2710101971532977,60304
ad-fe-P5ZNV3QFWS7WTM42,2023-07-23 00:16:09,FEE,-0.32,CAD,P5ZNV3QFWS7WTM42,,fe-P5ZNV3QFWS7WTM42,2710101971532977,60304
ad-GZSMZRH328ZLPK42,2023-07-23 00:16:49,CREDIT,17.64,CAD,GZSMZRH328ZLPK42,,GZSMZRH328ZLPK42,2710101971532977,60305
ad-fe-GZSMZRH328ZLPK42,2023-07-23 00:16:49,FEE,-0.1,CAD,GZSMZRH328ZLPK42,,fe-GZSMZRH328ZLPK42,2710101971532977,60305
ad-GJSQCMMNTJZ8BV62,2023-07-23 00:20:35,CREDIT,35.86,CAD,GJSQCMMNTJZ8BV62,,GJSQCMMNTJZ8BV62,2710101971532977,60302
ad-fe-GJSQCMMNTJZ8BV62,2023-07-23 00:20:35,FEE,-0.1,CAD,GJSQCMMNTJZ8BV62,,fe-GJSQCMMNTJZ8BV62,2710101971532977,60302
ad-V5VGS7QFWS7WTM42,2023-07-23 00:24:11,CREDIT,18.51,CAD,V5VGS7QFWS7WTM42,,V5VGS7QFWS7WTM42,2710101971532977,60309
ad-fe-V5VGS7QFWS7WTM42,2023-07-23 00:24:11,FEE,-0.43,CAD,V5VGS7QFWS7WTM42,,fe-V5VGS7QFWS7WTM42,2710101971532977,60309
ad-GXSZQ47X8Q8RBV42,2023-07-23 00:25:04,CREDIT,11.5,CAD,GXSZQ47X8Q8RBV42,,GXSZQ47X8Q8RBV42,2710101971532977,60310
ad-fe-GXSZQ47X8Q8RBV42,2023-07-23 00:25:04,FEE,-0.1,CAD,GXSZQ47X8Q8RBV42,,fe-GXSZQ47X8Q8RBV42,2710101971532977,60310
ad-R3M7LTRQ635R4V42,2023-07-23 00:26:06,CREDIT,19.32,CAD,R3M7LTRQ635R4V42,,R3M7LTRQ635R4V42,2710101971532977,60313
ad-fe-R3M7LTRQ635R4V42,2023-07-23 00:26:06,FEE,-0.45,CAD,R3M7LTRQ635R4V42,,fe-R3M7LTRQ635R4V42,2710101971532977,60313
ad-JBF956RFZ6MDP672,2023-07-23 00:28:24,CREDIT,10.85,CAD,JBF956RFZ6MDP672,,JBF956RFZ6MDP672,2710101971532977,60315
ad-fe-JBF956RFZ6MDP672,2023-07-23 00:28:24,FEE,-0.3,CAD,JBF956RFZ6MDP672,,fe-JBF956RFZ6MDP672,2710101971532977,60315
ad-P37N4S52X2GDRMG2,2023-07-23 00:28:48,CREDIT,10.58,CAD,P37N4S52X2GDRMG2,,P37N4S52X2GDRMG2,2710101971532977,60316
ad-fe-P37N4S52X2GDRMG2,2023-07-23 00:28:48,FEE,-0.29,CAD,P37N4S52X2GDRMG2,,fe-P37N4S52X2GDRMG2,2710101971532977,60316
ad-Q5F8XG44L87PT872,2023-07-23 00:29:29,CREDIT,20.35,CAD,Q5F8XG44L87PT872,,Q5F8XG44L87PT872,2710101971532977,60318
ad-fe-Q5F8XG44L87PT872,2023-07-23 00:29:29,FEE,-0.47,CAD,Q5F8XG44L87PT872,,fe-Q5F8XG44L87PT872,2710101971532977,60318
ad-QGZWMJ325J8VMM42,2023-07-23 00:29:42,CREDIT,10.85,CAD,QGZWMJ325J8VMM42,,QGZWMJ325J8VMM42,2710101971532977,60317
ad-fe-QGZWMJ325J8VMM42,2023-07-23 00:29:42,FEE,-0.1,CAD,QGZWMJ325J8VMM42,,fe-QGZWMJ325J8VMM42,2710101971532977,60317
ad-KMRHMJSCCZT3MKG2,2023-07-23 00:30:29,CREDIT,11.9,CAD,KMRHMJSCCZT3MKG2,,KMRHMJSCCZT3MKG2,2710101971532977,60320
ad-fe-KMRHMJSCCZT3MKG2,2023-07-23 00:30:29,FEE,-0.31,CAD,KMRHMJSCCZT3MKG2,,fe-KMRHMJSCCZT3MKG2,2710101971532977,60320
ad-ZXM76K2WDX684V62,2023-07-23 00:32:06,CREDIT,17.19,CAD,ZXM76K2WDX684V62,,ZXM76K2WDX684V62,2710101971532977,60321
ad-fe-ZXM76K2WDX684V62,2023-07-23 00:32:06,FEE,-0.1,CAD,ZXM76K2WDX684V62,,fe-ZXM76K2WDX684V62,2710101971532977,60321
ad-G5642LKPCX5MPK42,2023-07-23 00:33:10,CREDIT,21.71,CAD,G5642LKPCX5MPK42,,G5642LKPCX5MPK42,2710101971532977,60319
ad-fe-G5642LKPCX5MPK42,2023-07-23 00:33:10,FEE,-0.49,CAD,G5642LKPCX5MPK42,,fe-G5642LKPCX5MPK42,2710101971532977,60319
ad-D9T44WVCXZPWTM42,2023-07-23 00:34:46,CREDIT,33.91,CAD,D9T44WVCXZPWTM42,,D9T44WVCXZPWTM42,2710101971532977,60323
ad-fe-D9T44WVCXZPWTM42,2023-07-23 00:34:46,FEE,-0.71,CAD,D9T44WVCXZPWTM42,,fe-D9T44WVCXZPWTM42,2710101971532977,60323
ad-S2ZCTVCJWKK3FKG2,2023-07-23 00:38:31,CREDIT,34.37,CAD,S2ZCTVCJWKK3FKG2,,S2ZCTVCJWKK3FKG2,2710101971532977,60324
ad-fe-S2ZCTVCJWKK3FKG2,2023-07-23 00:38:31,FEE,-0.72,CAD,S2ZCTVCJWKK3FKG2,,fe-S2ZCTVCJWKK3FKG2,2710101971532977,60324
ad-N6MDTPBN4KXBKMG2,2023-07-23 00:40:29,CREDIT,20.42,CAD,N6MDTPBN4KXBKMG2,,N6MDTPBN4KXBKMG2,2710101971532977,60326
ad-fe-N6MDTPBN4KXBKMG2,2023-07-23 00:40:29,FEE,-0.1,CAD,N6MDTPBN4KXBKMG2,,fe-N6MDTPBN4KXBKMG2,2710101971532977,60326
ad-WMXPPPKPCX5MPK42,2023-07-23 00:40:45,CREDIT,10.58,CAD,WMXPPPKPCX5MPK42,,WMXPPPKPCX5MPK42,2710101971532977,60322
ad-fe-WMXPPPKPCX5MPK42,2023-07-23 00:40:45,FEE,-0.29,CAD,WMXPPPKPCX5MPK42,,fe-WMXPPPKPCX5MPK42,2710101971532977,60322
ad-BZGMJ9DBG95CKMG2,2023-07-23 00:43:52,CREDIT,27.14,CAD,BZGMJ9DBG95CKMG2,,BZGMJ9DBG95CKMG2,2710101971532977,60327
ad-fe-BZGMJ9DBG95CKMG2,2023-07-23 00:43:52,FEE,-0.59,CAD,BZGMJ9DBG95CKMG2,,fe-BZGMJ9DBG95CKMG2,2710101971532977,60327
ad-P2MZP5K34LD4K472,2023-07-23 00:44:25,CREDIT,21.71,CAD,P2MZP5K34LD4K472,,P2MZP5K34LD4K472,2710101971532977,60330
ad-fe-P2MZP5K34LD4K472,2023-07-23 00:44:25,FEE,-0.1,CAD,P2MZP5K34LD4K472,,fe-P2MZP5K34LD4K472,2710101971532977,60330
ad-HT8ZML8QNDB6SP42,2023-07-23 00:45:43,CREDIT,17.19,CAD,HT8ZML8QNDB6SP42,,HT8ZML8QNDB6SP42,2710101971532977,60329
ad-fe-HT8ZML8QNDB6SP42,2023-07-23 00:45:43,FEE,-0.1,CAD,HT8ZML8QNDB6SP42,,fe-HT8ZML8QNDB6SP42,2710101971532977,60329
ad-WR63Q4PRK43WTM42,2023-07-23 00:46:37,CREDIT,13.22,CAD,WR63Q4PRK43WTM42,,WR63Q4PRK43WTM42,2710101971532977,60332
ad-fe-WR63Q4PRK43WTM42,2023-07-23 00:46:37,FEE,-0.1,CAD,WR63Q4PRK43WTM42,,fe-WR63Q4PRK43WTM42,2710101971532977,60332
ad-DFMC65PRK43WTM42,2023-07-23 00:47:31,CREDIT,9.49,CAD,DFMC65PRK43WTM42,,DFMC65PRK43WTM42,2710101971532977,60333
ad-fe-DFMC65PRK43WTM42,2023-07-23 00:47:31,FEE,-0.1,CAD,DFMC65PRK43WTM42,,fe-DFMC65PRK43WTM42,2710101971532977,60333
ad-RP8FCMF7CQWJ8X62,2023-07-23 00:48:12,CREDIT,27.6,CAD,RP8FCMF7CQWJ8X62,,RP8FCMF7CQWJ8X62,2710101971532977,60334
ad-fe-RP8FCMF7CQWJ8X62,2023-07-23 00:48:12,FEE,-0.6,CAD,RP8FCMF7CQWJ8X62,,fe-RP8FCMF7CQWJ8X62,2710101971532977,60334
ad-CF44FNGB3BZ6SP42,2023-07-23 00:49:01,CREDIT,19.32,CAD,CF44FNGB3BZ6SP42,,CF44FNGB3BZ6SP42,2710101971532977,60336
ad-fe-CF44FNGB3BZ6SP42,2023-07-23 00:49:01,FEE,-0.45,CAD,CF44FNGB3BZ6SP42,,fe-CF44FNGB3BZ6SP42,2710101971532977,60336
ad-XRGNXHLWVLZSD272,2023-07-23 00:53:11,CREDIT,13.57,CAD,XRGNXHLWVLZSD272,,XRGNXHLWVLZSD272,2710101971532977,60338
ad-fe-XRGNXHLWVLZSD272,2023-07-23 00:53:11,FEE,-0.34,CAD,XRGNXHLWVLZSD272,,fe-XRGNXHLWVLZSD272,2710101971532977,60338
ad-J2NZZNFJMMWRBV42,2023-07-23 00:58:04,CREDIT,13.8,CAD,J2NZZNFJMMWRBV42,,J2NZZNFJMMWRBV42,2710101971532977,60339
ad-fe-J2NZZNFJMMWRBV42,2023-07-23 00:58:04,FEE,-0.35,CAD,J2NZZNFJMMWRBV42,,fe-J2NZZNFJMMWRBV42,2710101971532977,60339
ad-J2MCV6TDFF3KGX62,2023-07-23 01:04:18,CREDIT,13.57,CAD,J2MCV6TDFF3KGX62,,J2MCV6TDFF3KGX62,2710101971532977,60345
ad-fe-J2MCV6TDFF3KGX62,2023-07-23 01:04:18,FEE,-0.1,CAD,J2MCV6TDFF3KGX62,,fe-J2MCV6TDFF3KGX62,2710101971532977,60345
ad-SS982GBD25H6SP42,2023-07-23 01:04:50,CREDIT,11.9,CAD,SS982GBD25H6SP42,,SS982GBD25H6SP42,2710101971532977,60346
ad-fe-SS982GBD25H6SP42,2023-07-23 01:04:50,FEE,-0.31,CAD,SS982GBD25H6SP42,,fe-SS982GBD25H6SP42,2710101971532977,60346
ad-W9LZ8G99BKFJ8X62,2023-07-23 01:06:41,CREDIT,6.61,CAD,W9LZ8G99BKFJ8X62,,W9LZ8G99BKFJ8X62,2710101971532977,60347
ad-fe-W9LZ8G99BKFJ8X62,2023-07-23 01:06:41,FEE,-0.22,CAD,W9LZ8G99BKFJ8X62,,fe-W9LZ8G99BKFJ8X62,2710101971532977,60347
ad-MKJP5CQRMGGDP672,2023-07-23 01:07:26,CREDIT,9.49,CAD,MKJP5CQRMGGDP672,,MKJP5CQRMGGDP672,2710101971532977,60348
ad-fe-MKJP5CQRMGGDP672,2023-07-23 01:07:26,FEE,-0.1,CAD,MKJP5CQRMGGDP672,,fe-MKJP5CQRMGGDP672,2710101971532977,60348
ad-BPD2SNRPZ8P3MKG2,2023-07-23 01:07:46,CREDIT,21.16,CAD,BPD2SNRPZ8P3MKG2,,BPD2SNRPZ8P3MKG2,2710101971532977,60344
ad-fe-BPD2SNRPZ8P3MKG2,2023-07-23 01:07:46,FEE,-0.1,CAD,BPD2SNRPZ8P3MKG2,,fe-BPD2SNRPZ8P3MKG2,2710101971532977,60344
ad-G7VHB3RFWS7WTM42,2023-07-23 01:12:20,CREDIT,12.21,CAD,G7VHB3RFWS7WTM42,,G7VHB3RFWS7WTM42,2710101971532977,60352
ad-fe-G7VHB3RFWS7WTM42,2023-07-23 01:12:20,FEE,-0.32,CAD,G7VHB3RFWS7WTM42,,fe-G7VHB3RFWS7WTM42,2710101971532977,60352
ad-DBXD3NL6S5GQ4V42,2023-07-23 01:12:26,CREDIT,32.55,CAD,DBXD3NL6S5GQ4V42,,DBXD3NL6S5GQ4V42,2710101971532977,60353
ad-fe-DBXD3NL6S5GQ4V42,2023-07-23 01:12:26,FEE,-0.1,CAD,DBXD3NL6S5GQ4V42,,fe-DBXD3NL6S5GQ4V42,2710101971532977,60353
ad-PWFJ8JW9KM6LHK42,2023-07-23 01:14:19,CREDIT,12.42,CAD,PWFJ8JW9KM6LHK42,,PWFJ8JW9KM6LHK42,2710101971532977,60354
ad-fe-PWFJ8JW9KM6LHK42,2023-07-23 01:14:19,FEE,-0.1,CAD,PWFJ8JW9KM6LHK42,,fe-PWFJ8JW9KM6LHK42,2710101971532977,60354
ad-J6HMD38LVD33FKG2,2023-07-23 01:16:44,CREDIT,9.25,CAD,J6HMD38LVD33FKG2,,J6HMD38LVD33FKG2,2710101971532977,60359
ad-fe-J6HMD38LVD33FKG2,2023-07-23 01:16:44,FEE,-0.27,CAD,J6HMD38LVD33FKG2,,fe-J6HMD38LVD33FKG2,2710101971532977,60359
ad-BMQPCSX5K3PNT872,2023-07-23 01:17:40,CREDIT,10.58,CAD,BMQPCSX5K3PNT872,,BMQPCSX5K3PNT872,2710101971532977,60361
ad-fe-BMQPCSX5K3PNT872,2023-07-23 01:17:40,FEE,-0.29,CAD,BMQPCSX5K3PNT872,,fe-BMQPCSX5K3PNT872,2710101971532977,60361
ad-PPCJ2CWH7CJNT872,2023-07-23 01:19:07,CREDIT,19.83,CAD,PPCJ2CWH7CJNT872,,PPCJ2CWH7CJNT872,2710101971532977,60364
ad-fe-PPCJ2CWH7CJNT872,2023-07-23 01:19:07,FEE,-0.1,CAD,PPCJ2CWH7CJNT872,,fe-PPCJ2CWH7CJNT872,2710101971532977,60364
ad-JV6MHPWCXZPWTM42,2023-07-23 01:20:41,CREDIT,22.08,CAD,JV6MHPWCXZPWTM42,,JV6MHPWCXZPWTM42,2710101971532977,60363
ad-fe-JV6MHPWCXZPWTM42,2023-07-23 01:20:41,FEE,-0.5,CAD,JV6MHPWCXZPWTM42,,fe-JV6MHPWCXZPWTM42,2710101971532977,60363
ad-GKJL3GLPCX5MPK42,2023-07-23 01:22:27,CREDIT,11.04,CAD,GKJL3GLPCX5MPK42,,GKJL3GLPCX5MPK42,2710101971532977,60366
ad-fe-GKJL3GLPCX5MPK42,2023-07-23 01:22:27,FEE,-0.3,CAD,GKJL3GLPCX5MPK42,,fe-GKJL3GLPCX5MPK42,2710101971532977,60366
ad-KZJ6JHBLHFWVMM42,2023-07-23 01:24:27,CREDIT,13.22,CAD,KZJ6JHBLHFWVMM42,,KZJ6JHBLHFWVMM42,2710101971532977,60368
ad-fe-KZJ6JHBLHFWVMM42,2023-07-23 01:24:27,FEE,-0.34,CAD,KZJ6JHBLHFWVMM42,,fe-KZJ6JHBLHFWVMM42,2710101971532977,60368
ad-VWNZQHCN4KXBKMG2,2023-07-23 01:25:23,CREDIT,11.04,CAD,VWNZQHCN4KXBKMG2,,VWNZQHCN4KXBKMG2,2710101971532977,60370
ad-fe-VWNZQHCN4KXBKMG2,2023-07-23 01:25:23,FEE,-0.1,CAD,VWNZQHCN4KXBKMG2,,fe-VWNZQHCN4KXBKMG2,2710101971532977,60370
ad-WXTP6K425J8VMM42,2023-07-23 01:28:09,CREDIT,12.2,CAD,WXTP6K425J8VMM42,,WXTP6K425J8VMM42,2710101971532977,60372
ad-fe-WXTP6K425J8VMM42,2023-07-23 01:28:09,FEE,-0.1,CAD,WXTP6K425J8VMM42,,fe-WXTP6K425J8VMM42,2710101971532977,60372
ad-SR2J588X8Q8RBV42,2023-07-23 01:29:21,CREDIT,23.8,CAD,SR2J588X8Q8RBV42,,SR2J588X8Q8RBV42,2710101971532977,60374
ad-fe-SR2J588X8Q8RBV42,2023-07-23 01:29:21,FEE,-0.1,CAD,SR2J588X8Q8RBV42,,fe-SR2J588X8Q8RBV42,2710101971532977,60374
ad-LCTDXCRFWS7WTM42,2023-07-23 01:30:02,CREDIT,18.51,CAD,LCTDXCRFWS7WTM42,,LCTDXCRFWS7WTM42,2710101971532977,60373
ad-fe-LCTDXCRFWS7WTM42,2023-07-23 01:30:02,FEE,-0.43,CAD,LCTDXCRFWS7WTM42,,fe-LCTDXCRFWS7WTM42,2710101971532977,60373
ad-B5L8HTNNTJZ8BV62,2023-07-23 01:30:30,CREDIT,6.61,CAD,B5L8HTNNTJZ8BV62,,B5L8HTNNTJZ8BV62,2710101971532977,60375
ad-fe-B5L8HTNNTJZ8BV62,2023-07-23 01:30:30,FEE,-0.1,CAD,B5L8HTNNTJZ8BV62,,fe-B5L8HTNNTJZ8BV62,2710101971532977,60375
ad-ZNJ4SQQRMGGDP672,2023-07-23 01:31:19,CREDIT,13.22,CAD,ZNJ4SQQRMGGDP672,,ZNJ4SQQRMGGDP672,2710101971532977,60376
ad-fe-ZNJ4SQQRMGGDP672,2023-07-23 01:31:19,FEE,-0.1,CAD,ZNJ4SQQRMGGDP672,,fe-ZNJ4SQQRMGGDP672,2710101971532977,60376
ad-PFJGXTNNTJZ8BV62,2023-07-23 01:31:28,CREDIT,22.08,CAD,PFJGXTNNTJZ8BV62,,PFJGXTNNTJZ8BV62,2710101971532977,60377
ad-fe-PFJGXTNNTJZ8BV62,2023-07-23 01:31:28,FEE,-0.1,CAD,PFJGXTNNTJZ8BV62,,fe-PFJGXTNNTJZ8BV62,2710101971532977,60377
ad-GH5JNWNNTJZ8BV62,2023-07-23 01:34:59,CREDIT,24,CAD,GH5JNWNNTJZ8BV62,,GH5JNWNNTJZ8BV62,2710101971532977,60380
ad-fe-GH5JNWNNTJZ8BV62,2023-07-23 01:34:59,FEE,-0.1,CAD,GH5JNWNNTJZ8BV62,,fe-GH5JNWNNTJZ8BV62,2710101971532977,60380
ad-SBV5T6SPZ8P3MKG2,2023-07-23 01:36:32,CREDIT,12.42,CAD,SBV5T6SPZ8P3MKG2,,SBV5T6SPZ8P3MKG2,2710101971532977,60381
ad-fe-SBV5T6SPZ8P3MKG2,2023-07-23 01:36:32,FEE,-0.1,CAD,SBV5T6SPZ8P3MKG2,,fe-SBV5T6SPZ8P3MKG2,2710101971532977,60381
ad-W5NZ3K9QNDB6SP42,2023-07-23 01:39:52,CREDIT,14.54,CAD,W5NZ3K9QNDB6SP42,,W5NZ3K9QNDB6SP42,2710101971532977,60383
ad-fe-W5NZ3K9QNDB6SP42,2023-07-23 01:39:52,FEE,-0.1,CAD,W5NZ3K9QNDB6SP42,,fe-W5NZ3K9QNDB6SP42,2710101971532977,60383
ad-NX4RKTTDFF3KGX62,2023-07-23 01:42:36,CREDIT,12.21,CAD,NX4RKTTDFF3KGX62,,NX4RKTTDFF3KGX62,2710101971532977,60386
ad-fe-NX4RKTTDFF3KGX62,2023-07-23 01:42:36,FEE,-0.1,CAD,NX4RKTTDFF3KGX62,,fe-NX4RKTTDFF3KGX62,2710101971532977,60386
ad-M9HKGLG7CQWJ8X62,2023-07-23 01:43:45,CREDIT,9.66,CAD,M9HKGLG7CQWJ8X62,,M9HKGLG7CQWJ8X62,2710101971532977,60385
ad-fe-M9HKGLG7CQWJ8X62,2023-07-23 01:43:45,FEE,-0.27,CAD,M9HKGLG7CQWJ8X62,,fe-M9HKGLG7CQWJ8X62,2710101971532977,60385
ad-ZGQHP64WDX684V62,2023-07-23 02:05:25,CREDIT,17.19,CAD,ZGQHP64WDX684V62,,ZGQHP64WDX684V62,2710101971532977,60391
ad-fe-ZGQHP64WDX684V62,2023-07-23 02:05:25,FEE,-0.1,CAD,ZGQHP64WDX684V62,,fe-ZGQHP64WDX684V62,2710101971532977,60391
ad-RCG2GSX5HP972Q42,2023-07-23 02:07:32,CREDIT,37.24,CAD,RCG2GSX5HP972Q42,,RCG2GSX5HP972Q42,2710101971532977,60393
ad-fe-RCG2GSX5HP972Q42,2023-07-23 02:07:32,FEE,-0.77,CAD,RCG2GSX5HP972Q42,,fe-RCG2GSX5HP972Q42,2710101971532977,60393
ad-ZQ7BJ9JFNHSLPK42,2023-07-23 02:10:39,CREDIT,12.42,CAD,ZQ7BJ9JFNHSLPK42,,ZQ7BJ9JFNHSLPK42,2710101971532977,60395
